"","disable","computer","poverty","a85a","a7584","a6574","black","asian","aindian","latino","chci","sparent","a5564","a2034","Diabetes_Incidence","Poor_health","Adult_obesity","Food_environment_index","Physical_inactivity","Uninsured","Adult_smoking","Low_birthweight","per_Female","Excessive_drinking","Primary_care_physicians","Access_to_exercise_opportunities","State"
"192",19.7,86.8,15.4,2,7.4,12,1.3,0.5,0.4,2.5,133.29,5.1,14.9,16.1,8.3,0.1922504334,0.316,6.8,0.31,0.1304449924,0.2204344391,0.08213892,0.508937668,0.160932725,0.000690068,0.591100934,"Missouri"
"193",19.7,92.2,13,1.2,2.2,4.9,11.2,2.5,0.9,11.2,146.11,6.7,8.1,31.4,8.2,0.1904858068,0.303,6.6,0.249,0.1094946597,0.2161450094,0.068775791,0.429919854,0.222030848,0.000300633,0.653709301,"Missouri"
"194",24.3,84.5,18.7,2.4,6.8,11.3,2.2,0.7,1.7,2.1,129.35,4.4,15.3,16.2,8.4,0.2173473912,0.332,7.3,0.282,0.157757149,0.2428803115,0.078374456,0.477555771,0.157237465,0.000350331,0.733428176,"Missouri"
"195",14.1,87.4,9.6,1.4,4.8,9.7,4.4,0.8,0.5,2.1,138.04,7.2,13.6,20.3,10.9,0.1612593652,0.355,7.6,0.281,0.1082539683,0.1997406203,0.091879742,0.487843294,0.193090263,0.000379177,0.667192998,"Missouri"
"196",15.7,86.3,8,2.4,5.4,9.5,5.8,0.5,0.5,2,138.09,5.5,13.8,20.8,7.2,0.1752670075,0.367,7.2,0.284,0.1146376483,0.2105356661,0.085311573,0.476343722,0.184610408,0.000453463,0.639736379,"Missouri"
"197",15.2,80.5,10,3.6,6.8,9.2,0.6,0.5,0.3,1.6,134.32,4.8,14.1,17.1,9.3,0.177363694,0.285,8.1,0.285,0.1381319301,0.1939695701,0.064914992,0.518690887,0.164721676,0.000448297,0.706886316,"Missouri"
"198",15.7,91.4,10.6,2,4.3,8.7,49.9,2.5,0.5,5.8,144.72,9,13.4,24.5,12.7,0.1858833325,0.373,6.5,0.237,0.1027122183,0.1726290157,0.09403446,0.51940034,0.17676055,0.00043238,0.86580663,"Virginia"
"199",21.2,84.8,9.8,2.3,7,12.9,1.4,0.6,0.1,1.5,137.67,4.5,15.7,15.7,9,0.1472688795,0.299,8.7,0.263,0.1101179836,0.1719547227,0.087117702,0.507986867,0.165936791,0.000677767,0.685910052,"Virginia"
"200",20,77,9.7,1.6,7.2,12.1,1.4,0.4,0.1,2,127.62,5.1,14.9,15.8,11.2,0.1516360075,0.26,8.4,0.255,0.138896266,0.1700965244,0.065483476,0.505665004,0.159816813,0.000379331,0.562474004,"Virginia"
"201",5.9,95.7,4.2,1.3,2.8,6.4,9.1,10.3,0.4,15.6,187.36,3.6,9.8,31.4,6.3,0.1222278194,0.183,9.3,0.153,0.0674195155,0.1233854163,0.066241923,0.500656379,0.261060909,0.000737463,0.999894041,"Virginia"
"202",8.9,96.9,2.8,0.8,2.8,6.6,17.7,3.3,0.3,13,155.75,7,11.6,20.5,7.7,0.1353149959,0.288,9.2,0.201,0.0759705112,0.142336345,0.069716222,0.496228206,0.19295787,0.000274642,0.799357945,"Virginia"
"203",15.2,88.1,16.1,1.8,3.3,7.7,46.9,2.1,0.4,6.9,151.5,7.8,12.4,30.2,10.3,0.2037753937,0.299,6.2,0.22,0.1450408389,0.2053073024,0.112047787,0.525397679,0.188963115,0.001039544,0.954812109,"Virginia"
"204",21.8,79.8,12.3,2.2,6.6,12.7,3.2,0.6,0.2,1,128.86,4.3,15.4,16.1,10.5,0.1869032003,0.322,7.7,0.315,0.1259646351,0.178624352,0.103151863,0.501067616,0.155134225,0.000652696,0.646479436,"Virginia"
"205",6.7,92.4,6.5,1,2.5,6.3,13.6,5.2,0.8,36.6,140.85,8.1,11.7,22,8.2,0.1712483924,0.3,9.8,0.21,0.1589043988,0.150016729,0.073044479,0.501795916,0.178628656,0.001125371,1,"Virginia"
"206",11.5,90.3,6.6,3.1,5.4,10.5,6.7,1.7,0.1,3.3,144.28,7.4,13.7,20,8.4,0.1370968568,0.265,7.8,0.221,0.1006119697,0.1504733021,0.076597744,0.524051822,0.180459568,0.001336898,0.908354165,"Virginia"
"207",16.4,79.5,11.5,0.9,4.6,9.3,59.4,0.1,0.1,2.5,123.27,6.9,12.9,24.9,9.1,0.2298352921,0.32,7,0.278,0.1054833408,0.2119251261,0.131578947,0.380744917,0.151430007,0.000504838,0.429224863,"Virginia"
"208",13.4,93.5,7.1,1.7,4.6,10.4,3.2,5.7,1.4,8.9,153.32,5.7,13.3,20.4,8.5,0.123681463,0.279,7.7,0.166,0.0661136721,0.1348737276,0.058455019,0.510998394,0.170389994,0.000975751,0.868938889,"Washington"
"209",23.7,87.1,6.4,3,9,16.2,0.9,1.8,0.2,7.8,144.5,2,15.9,12.5,8.7,0.1558253534,0.314,7.2,0.249,0.0742957746,0.1499271847,0.090551181,0.508125952,0.152480978,0.000760649,0.727317312,"Washington"
"210",14.2,90.4,6.6,1.7,4.3,9.5,7.3,1.4,0.3,4.9,143.1,5.8,13.1,17.9,8,0.1565918005,0.322,8.1,0.336,0.1086623691,0.1907670718,0.081484124,0.510848981,0.150582877,0.00052276,0.59044477,"Tennessee"
"211",21.6,76.4,25.2,1.7,5.6,10.2,24.9,0.1,0.9,2.2,122.6,10.4,12.4,19.9,11.2,0.295611095,0.352,6.7,0.304,0.1507742461,0.2899907696,0.12034632,0.460395681,0.153499865,0.000284982,0.553071458,"Missouri"
"212",23.3,77.3,19.4,2,9.7,15.7,0.1,0.5,1,1.8,127.23,2.8,18.1,12.2,7.4,0.2293872425,0.324,5,0.301,0.1779411765,0.2358348089,0.092715232,0.49994587,0.136798853,0.000212562,0.341149851,"Missouri"
"213",22.5,80.7,9.7,1.8,6.3,11.5,0.4,0.4,0.9,1.1,122.85,3.7,15.9,15.4,7.7,0.1955157259,0.309,7,0.34,0.1535198465,0.2295387946,0.07028754,0.501825423,0.167184324,8.20883e-05,0.272991992,"Missouri"
"214",13.5,87.9,10.7,1.9,4.6,8.7,29.9,1.5,0.2,4.1,145.67,8.5,13.8,19.3,7.7,0.1794997015,0.347,6.5,0.256,0.062836222,0.1806948542,0.094973712,0.517112639,0.193657114,0.000590793,0.884860918,"Illinois"
"215",12.8,84,4.8,2.9,5.7,10.3,0.8,0.2,0.4,1.4,131.85,3.4,13.2,16.8,7.3,0.1475782577,0.256,8.8,0.234,0.07175,0.159819829,0.06743295,0.510892291,0.204308702,0.000267899,0.691229961,"Illinois"
"216",16.6,83.2,8.9,2.9,6.9,10.7,1.2,0.4,0.2,1.3,134.79,5.5,14.2,17.1,7.4,0.1604900485,0.306,7.9,0.282,0.0690104167,0.1679657133,0.059808612,0.494420063,0.199149303,0.000437801,0.608034084,"Illinois"
"217",12.8,84.3,8.9,3.2,6.7,12.2,0.7,0.3,0.1,1.1,135.61,4,14.9,15.6,7.3,0.1494414763,0.288,8,0.227,0.0602016435,0.1684778327,0.07251462,0.504443524,0.197913059,0.000275545,0.494209185,"Illinois"
"218",9,93.2,9.1,1.8,3.4,7.2,13.5,10.8,0.2,6,162.88,6.1,10.6,30.7,8.4,0.1698949929,0.257,7.4,0.212,0.0656951884,0.162697407,0.083293442,0.500405433,0.21812054,0.000943211,0.842640528,"Illinois"
"219",22.1,79,9.3,2.3,8.6,12.3,0.3,0.9,0.5,1.3,134.05,3.5,15.7,13.1,6.9,0.1399824198,0.292,8.3,0.267,0.057712766,0.1493666717,0.073863636,0.50224765,0.201733209,0.000408247,0.554922382,"Illinois"
"220",15.2,85.1,10.2,4.1,5.4,9.3,1.1,0.7,0.5,3.3,138.53,6.6,15.8,16.2,6.7,0.1581937713,0.257,8.1,0.243,0.0630317446,0.1600135356,0.073028238,0.510644567,0.200798894,0.000728014,0.663944322,"Illinois"
"221",8.6,93.6,7,1.4,3.8,8,5.5,4.1,0.5,31.9,144.21,6.1,12.4,18.3,8.1,0.1623071798,0.255,9.4,0.166,0.1004568188,0.1408324377,0.070956993,0.502763699,0.207557482,0.000420083,0.960387681,"Illinois"
"222",7.6,96.5,3.1,1,2.8,6.3,7.4,3.2,0.1,18.7,152.07,5.9,9.7,18.2,9.1,0.1259237177,0.317,9.5,0.223,0.048337882,0.1368790458,0.070068027,0.505264846,0.238929987,0.000364801,0.934623832,"Illinois"
"223",18.8,86.5,13.4,2.9,5.7,10.7,3.7,0.6,0.2,2,133.93,6,14.4,17.4,8.1,0.1693287291,0.296,7.1,0.266,0.0638623203,0.1767562336,0.082734846,0.512139486,0.192990696,0.00041733,0.644090575,"Illinois"
"224",16.8,86.5,11.7,3.1,6.7,12.3,0.8,0.2,0.2,1.1,132.99,4.6,15.2,15.2,7.1,0.154634719,0.302,7.3,0.252,0.0656449081,0.1663430208,0.094801223,0.504923373,0.197302412,0.000218962,0.592458748,"Illinois"
"225",15.9,85.5,9.1,3.2,6.8,11.2,0.9,0.4,0.1,7,133.83,4.4,15.3,15.5,7.4,0.1619026913,0.334,8,0.272,0.0750744081,0.1673713577,0.071461934,0.510270347,0.192195606,0.00038365,0.506595329,"Illinois"
"226",19.6,86.1,12.3,2.7,6.2,11.1,0.8,0.3,0.2,0.1,132.9,4.4,14.8,16.5,7.7,0.1579742392,0.289,8.3,0.278,0.0617846841,0.1751241732,0.074270557,0.505639098,0.204575024,0.000148943,0.57965979,"Illinois"
"227",23,77.9,15.6,2.2,7.6,13.7,0.5,0.1,0.5,1.3,128.5,8.3,14.2,14.6,6.8,0.1671299881,0.286,5.8,0.247,0.0699110672,0.1742715453,0.074626866,0.515732924,0.187878151,0.000189934,0.36536053,"Illinois"
