"","disable","computer","poverty","a85a","a7584","a6574","black","asian","aindian","latino","chci","sparent","a5564","a2034","Diabetes_Incidence","Poor_health","Adult_obesity","Food_environment_index","Physical_inactivity","Uninsured","Adult_smoking","Low_birthweight","per_Female","Excessive_drinking","Primary_care_physicians","Access_to_exercise_opportunities","State"
"1893",10.5,81.4,10.2,2.8,5.5,10.7,0.3,0.5,0.2,1.6,137.89,4.5,15.6,14.2,7.2,0.1484481,0.322,8.2,0.268,0.09615385,0.1651921,0.04807364,0.4988317,0.2214336,0.000885072,0.6882746,"Wisconsin"
"1894",11.6,88.3,5,2.3,4.7,10.4,1.4,0.8,0.5,3.4,141.49,5.4,15.2,17,8.2,0.1250216,0.35,8.9,0.217,0.05335472,0.1478292,0.05825243,0.4900662,0.2564512,0.000511076,0.7447258,"Wisconsin"
"1895",12.4,86.2,5,2.4,6.4,11,0.7,0.3,0.3,3,137.25,4.4,15.4,15.5,7.6,0.1230961,0.342,9.2,0.261,0.05836742,0.1397077,0.06642857,0.4917912,0.2523499,0.00034371,0.6482454,"Wisconsin"
"1896",10.7,90.4,6.7,1.8,4.2,8.4,2.4,3.2,2.5,8.6,146.01,6.8,13.1,20.2,8.6,0.1311995,0.3,8.4,0.191,0.07563715,0.1645161,0.06684334,0.5028552,0.2808217,0.000711199,0.9485619,"Wisconsin"
"1897",13,90.9,6.2,2,4.3,8.9,1.2,4.1,0.5,2.5,149.96,5.6,12.1,25.9,7.7,0.1388462,0.277,7.9,0.176,0.05791585,0.1534898,0.06305003,0.5070461,0.2517257,0.001282993,0.8057649,"Wisconsin"
"1898",14.1,87.9,4.3,3.2,7.8,14.6,0.7,0.4,1.3,1.5,145.28,2.8,18.6,14,7,0.1214424,0.329,8.7,0.227,0.06336379,0.1540742,0.06688805,0.4997893,0.2293348,0.00118087,0.7085949,"Wisconsin"
"1899",14,87.7,6.2,2.4,5.9,11.8,0.5,0.5,1,1.9,140.12,5,16.5,14.8,8.4,0.1350309,0.322,8.9,0.201,0.07537271,0.1502914,0.05527805,0.4944229,0.2463665,0.000897769,0.6744712,"Wisconsin"
"1900",15.8,87,8.9,2.7,7.6,15.5,0.8,0.6,1.4,1.8,141.19,3.6,18.3,12.1,6.8,0.13522,0.298,8.1,0.23,0.07007413,0.1563148,0.06846673,0.5055598,0.2210787,0.000900206,0.7150399,"Wisconsin"
"1901",9.6,93.5,3,2.4,5.4,10.3,1.6,3.5,0.2,4.7,159.71,3.7,15.5,15.9,7.3,0.1079118,0.253,9,0.175,0.0365718,0.1314751,0.06385839,0.5088448,0.2482202,0.00139979,0.9551772,"Wisconsin"
"1902",12.3,91,5.5,2.1,4.8,10.2,0.9,0.9,0.3,11.1,145.05,5,14.4,19.9,6.4,0.1369242,0.249,8.2,0.225,0.08197091,0.1495012,0.06484547,0.5005876,0.2485017,0.000398817,0.8945886,"Wisconsin"
"1903",14.6,83.1,8.2,3.6,6,13,2,0.6,0.4,1.5,136.53,4.7,15.8,15.9,7.3,0.1394853,0.361,8.2,0.232,0.06612044,0.1584511,0.06508355,0.481098,0.2323931,0.000854127,0.7289714,"Wisconsin"
"1904",17.1,85.6,9.2,2.3,5.9,11.9,2.3,0.6,1.2,3.1,131.98,3.9,15.8,15.7,7.1,0.1475137,0.353,8,0.272,0.08420841,0.1726508,0.06510417,0.4686001,0.2450033,0.000915192,0.5919217,"Wisconsin"
"1905",11.9,88.4,6.8,2.5,5.1,10.3,0.8,0.6,1.1,5.1,141.29,5.4,14.5,17.1,8.7,0.1294918,0.312,8.7,0.233,0.0708675,0.1531594,0.06024096,0.501509,0.2458979,0.001021338,0.7697173,"Wisconsin"
"1906",9.9,91.5,2.7,2.3,5,10.1,1.3,1.3,0.2,3.2,148.32,5.2,15.1,15.7,7.4,0.1001964,0.307,9.1,0.187,0.04577666,0.1428469,0.05817442,0.5023605,0.2500633,0.000576028,0.9054949,"Wisconsin"
"1907",12.1,89.3,6.9,2.5,4.7,10.2,1.6,1.3,0.1,1.8,140.07,5.1,14.9,17.3,6.5,0.1326766,0.284,8.4,0.219,0.06712616,0.1548199,0.06213018,0.4805574,0.2436752,0.000818498,0.6895938,"Wisconsin"
"1908",8.3,94.9,4.6,1.6,3.6,8.1,5.2,5.9,0.3,6.4,166.52,5.1,11.8,26.1,5.5,0.1271006,0.243,8.3,0.16,0.05350299,0.1304047,0.0683169,0.5033326,0.2944012,0.001260401,0.9492002,"Wisconsin"
"1909",14.8,88.9,8.9,1.9,5.4,10.7,1.4,1.2,1.9,1.6,143.21,7.7,15.6,18.6,8.1,0.1398918,0.317,7.7,0.199,0.06652967,0.1705502,0.06228042,0.4984486,0.2432679,0.000183482,0.7338934,"Wisconsin"
"1910",13.8,83.9,8.1,2,5.7,10.8,2,0.4,5.5,3.5,132.84,6.1,14.8,17.7,8.6,0.1415326,0.339,7.5,0.235,0.09721866,0.1660387,0.05960648,0.4639626,0.2505008,0.001070351,0.6552888,"Wisconsin"
"1911",11.5,87.6,5.1,2.2,4.9,10.9,0.9,0.7,0.2,1.8,143.71,4.8,15.9,15.8,8.4,0.1211747,0.314,8.5,0.211,0.05836099,0.1461688,0.06279435,0.4989854,0.2489507,0.00075589,0.6290792,"Wisconsin"
"1912",8.6,93,3.4,2.5,5.9,10.8,1.2,2.1,0.2,2.9,164.46,4.9,15.5,15.6,6.2,0.1055496,0.256,9,0.185,0.03975453,0.1242034,0.05983057,0.5084811,0.2650625,0.001434263,0.9049135,"Wisconsin"
"1913",11.4,90.2,5.6,1.8,4.8,9.4,0.8,3,0.3,3.2,148.79,4.7,13.4,23.5,6.7,0.1305578,0.344,8.2,0.213,0.05210914,0.159757,0.06386899,0.4967422,0.2815786,0.000610726,0.8022108,"Wisconsin"
"1914",13.7,89.4,9.8,1.9,4.9,9.3,4.4,1.3,0.3,8.7,139.56,6.5,14,18.4,9.3,0.1622864,0.342,7.7,0.215,0.0814905,0.1868777,0.07423709,0.5075424,0.2147768,0.000576037,0.9048281,"Wisconsin"
"1915",12.6,81.3,6.5,2.5,6.3,10,0.3,0.2,0.2,2.1,131.93,5.5,16.4,14.5,7.5,0.1448631,0.317,8.1,0.232,0.07620321,0.1598654,0.04057428,0.4927345,0.2465705,0.000342215,0.600899,"Wisconsin"
"1916",21.3,83.5,8.2,2.5,8.8,17.4,2.7,0.7,0.8,3.9,131.84,2.6,19,12.7,10.4,0.1514993,0.333,8.4,0.265,0.08398216,0.1577351,0.07383279,0.4650954,0.2215384,4.96327e-05,0.5276647,"Wisconsin"
"1917",16.9,88.5,6.9,2,7.8,17.1,0.9,0.5,10.1,2,149.56,3.2,19.3,12.5,6.2,0.1379038,0.293,7.7,0.21,0.1015576,0.1661426,0.04750869,0.4890874,0.2317698,0.000333845,0.7152658,"Wisconsin"
"1918",13.9,84.7,7.5,2.2,4.6,9.6,1.8,0.9,1.1,4.6,137.69,5.5,14.5,16.9,7.8,0.141028,0.337,8,0.216,0.07522653,0.1705921,0.06190806,0.4947066,0.2456249,0.000614723,0.6659504,"Wisconsin"
"1919",15.1,86.6,7.2,3,6.1,11,0.7,2,0.5,3,140.17,4.6,15.6,16.4,6.4,0.1200988,0.315,8.2,0.216,0.05823201,0.1550593,0.06451064,0.5070103,0.2483382,0.001688568,0.7460434,"Wisconsin"
"1920",16.6,83.2,11.8,1.9,5.9,11.1,0.7,0.5,11.9,2.9,139.1,6.1,15.7,16.4,7.5,0.1581713,0.31,7.2,0.242,0.08510981,0.1680093,0.05608974,0.4952272,0.230222,0.001514865,0.6382373,"Wisconsin"
"1921",11.5,89.7,5.7,1.8,4.8,9.8,0.9,0.6,0.1,7.1,142.09,5.6,14.5,17.5,6.4,0.1285075,0.288,8.9,0.166,0.06385017,0.1523837,0.06091453,0.5003959,0.2517814,0.000413912,0.7734627,"Wisconsin"
"1922",9.8,95.8,9.1,0.5,2.5,6.2,0.4,0.5,1.3,8.7,137.87,6.2,13.8,22.2,7.3,0.117665,0.343,8.5,0.264,0.1165915,0.1691491,0.08821307,0.4814048,0.1943445,0.000386022,0.4941799,"Wyoming"
"1923",14.7,91.6,6,2,3.9,8.5,1.2,0.6,1.1,8.4,142.1,7.1,13.7,21,8.5,0.1493702,0.313,7.3,0.242,0.1375477,0.1691582,0.09099099,0.4954528,0.1983602,0.000717954,0.8543009,"Wyoming"
"1924",13.3,93.1,9.4,1.1,2.9,7.4,1.2,0.8,1.2,15.9,141.53,6.5,13.1,19.6,7.8,0.1537717,0.311,7.9,0.264,0.1237168,0.1756694,0.08856172,0.4817842,0.2032511,0.000336127,0.6940373,"Wyoming"
"1925",21.3,79.8,16.3,2,5.1,10.1,2.1,0.7,0.3,9.1,127.2,6.5,13.5,17.6,10.3,0.2170758,0.341,8,0.281,0.1498019,0.2328753,0.0940609,0.5058742,0.1319351,0.000544083,0.7120159,"Tennessee"
"1926",17.5,88.5,10.3,2,5.4,10.5,4.2,1.7,0.4,3.4,146.66,6.1,13.3,21.5,10.4,0.1656449,0.289,7.5,0.321,0.1149157,0.2112121,0.08447218,0.5108129,0.1355043,0.001726022,0.7601054,"Tennessee"
"1927",19.1,82.3,14.5,2.5,5.6,9.9,8.4,0.3,0.4,2.6,135.82,6.2,12.8,21.5,8.3,0.2067475,0.336,7.2,0.358,0.1030315,0.2068214,0.08276416,0.5128481,0.1397967,0.000647821,0.2490791,"Tennessee"
"1928",28,77.4,14.7,3,6.7,14.2,3,0.2,0.4,2.4,126.63,4.5,15.3,14.2,8.2,0.2120456,0.343,7.3,0.354,0.14474,0.2266448,0.08130081,0.5069314,0.1220485,0.000186,0.4661289,"Tennessee"
"1929",27,81.8,17.5,1.5,5.5,10.9,3.3,0.1,2.1,2.5,123.08,6,14.6,17.9,9,0.2202618,0.317,7.8,0.344,0.1466085,0.2560709,0.06628571,0.4157411,0.1391175,6.8956e-05,0.2441752,"Tennessee"
"1930",25.9,77.4,16.1,1.7,7,11.7,0.3,0.4,0.2,1.4,124.32,6.4,13.8,17.1,10.1,0.2199108,0.334,6.9,0.305,0.1255838,0.2503455,0.1010169,0.5105756,0.1356151,0.000477963,0.6346154,"Tennessee"
"1931",18,73.9,9.1,1.7,6.8,12.5,5.4,0.2,0.7,0.4,124.81,3.5,13.7,15.9,6.9,0.2171136,0.329,7.6,0.307,0.126994,0.2322396,0.07260726,0.5106958,0.1307248,0.000245429,0.4756705,"Tennessee"
"1932",13.1,90.9,8.4,1.6,4.4,9.5,11.5,0.9,0.2,5.8,139.8,7.7,14.1,19,10.6,0.1945067,0.351,7.6,0.288,0.1145387,0.2134535,0.08016878,0.5181983,0.1432944,0.000592545,0.5470873,"Tennessee"
"1933",21.7,85.5,14.9,1.6,4.2,12.7,9.8,0.8,1.6,15.3,127.81,7.7,16.8,17.6,9.5,0.1901736,0.323,6.1,0.272,0.2272983,0.1725622,0.07844244,0.4651682,0.1747704,0.000532232,0.4166869,"Texas"
"1934",21.6,81.4,12.8,2.5,7,12.2,6.7,0.3,0.3,50.4,125.73,7.7,13.7,16.2,7,0.2103932,0.282,7.9,0.26,0.1846531,0.1405843,0.07532051,0.5092201,0.1654108,0.000137193,0.3904917,"Texas"
"1935",17.5,86.2,9.7,1.9,6.7,11.5,2.8,0.5,0.5,10.9,131.13,5.1,14.3,15.6,7.5,0.1571349,0.282,7.1,0.294,0.2164924,0.1536413,0.06694458,0.5100911,0.1836224,0.000186752,0.4476312,"Texas"
"1936",14.2,86.7,13.5,1.9,3.5,8.3,6.1,1,0.6,52.2,125.65,7.4,12.7,21.2,10.2,0.2271349,0.266,7.7,0.291,0.2273758,0.1621738,0.09515669,0.4953475,0.1779834,0.000296135,0.6092576,"Texas"
"1937",22.8,83.4,14.1,1.6,6.2,10.7,10.1,0.9,1.5,29.1,126.13,4.4,13.9,19,10.1,0.1995414,0.288,6.4,0.281,0.2075507,0.1655294,0.07288136,0.5032578,0.1757573,0.000460582,0.2786849,"Texas"
"1938",10.9,84,4.7,0.7,4.5,6.9,0.8,0.1,2,45,129.96,6.8,11.2,17.7,6.9,0.1941599,0.289,8.3,0.3,0.2126881,0.1511776,0.0892587,0.499039,0.1930586,0.000354547,0.4098771,"Texas"
"1939",17.1,86.2,11.7,1.6,5.8,10.1,0.6,0.4,1,2.5,130.63,5.2,13.3,17.1,8.3,0.2177641,0.317,7,0.31,0.1440956,0.2425353,0.07871632,0.5080586,0.163262,0.000704761,0.6386382,"Missouri"
"1940",13.9,82.7,12.3,2.3,6.9,11.3,0.5,0.4,0.3,2.4,133.78,7.3,14.9,16.3,8.5,0.1817234,0.338,7,0.271,0.1337855,0.2069684,0.07237513,0.5160309,0.173707,0.000487488,0.7411645,"Missouri"
"1941",21.4,85.1,17.1,2.7,5.8,11.1,0.2,0.7,1.2,2.1,135.03,5.5,13.3,17.5,11.9,0.2083344,0.329,6.7,0.298,0.1381706,0.2316905,0.07210205,0.5124347,0.1647071,0.001022011,0.5636881,"Missouri"
"1942",12.1,92.9,7.1,1.6,3.5,7.1,4.3,1.7,0.4,4.4,146.37,5.2,11,29.4,9,0.1825053,0.334,7.3,0.239,0.1059939,0.2080663,0.06391425,0.4838716,0.1932706,0.000389242,0.5130906,"Missouri"
"1943",17.9,74.7,9.7,3.1,6.4,11.8,0.3,1,1,1.3,131.41,4.4,16.5,14.4,7,0.1871721,0.357,7.8,0.336,0.1527073,0.2131193,0.06837607,0.5003387,0.1620799,0.00011157,0.2052092,"Missouri"
"1944",17,88.6,12.5,1.9,5.2,8.7,2.4,3.6,0.8,2.5,144.86,6.7,12.9,23.1,6.7,0.207121,0.296,7.2,0.298,0.1409409,0.2131136,0.07798165,0.4764392,0.1836292,0.001071572,0.8178537,"Missouri"
"1945",12.3,95.6,3.7,1.5,4,8.8,6.8,2.7,0.3,6,159.26,6.4,12.9,19.4,9,0.1542476,0.344,8,0.217,0.0791,0.1848758,0.06055385,0.5053047,0.194535,0.000832501,0.8574371,"Missouri"
"1946",21.8,85.4,11.1,1.7,5.3,9.3,4.4,0.5,0.4,1.6,131.17,6.7,13.2,21,8.4,0.2013294,0.336,7.2,0.326,0.1235709,0.2403332,0.07875708,0.4657871,0.1879343,0.000691521,0.6362857,"Missouri"
"1947",15.3,85.1,16.7,1.6,3.7,7.9,46.4,3.4,0.3,4,151.28,9.3,13.2,27,11.9,0.2400366,0.326,5.8,0.237,0.1372743,0.2468631,0.1244794,0.5160114,0.206273,0.000848948,0.9782865,"Missouri"
"1948",15.5,86.4,5.3,2.4,5.8,10.5,1.4,0.3,0.3,2.5,140.86,3.8,14.7,16.4,6.9,0.1484893,0.329,8.5,0.269,0.09957136,0.1813544,0.07330247,0.5040922,0.1807969,0.000173451,0.6172575,"Missouri"
"1949",24.3,83.5,17.8,2.1,5.9,10.5,5.5,0.8,0.6,2.1,129.39,7.1,13.8,17.7,9.2,0.2338695,0.343,6.8,0.341,0.1335683,0.2464092,0.1048325,0.514027,0.160149,0.00109427,0.7272749,"Missouri"
"1950",16.1,83.7,10.8,2.7,6.6,12.1,1.9,0.5,0.2,1.6,131.92,6.2,14,15.8,9.3,0.1887013,0.366,7.6,0.317,0.1244331,0.2049267,0.08388815,0.5099293,0.164313,0.00033363,0.3395374,"Missouri"
"1951",13.7,80.5,9.5,2.2,5.9,12.3,0.6,0.2,0.6,1.6,131.62,4.4,13.6,15.4,6.7,0.1844717,0.362,7.3,0.274,0.178809,0.2035827,0.05925926,0.4938482,0.16573,0.000121168,0.3833748,"Missouri"
"1952",18.8,81,5.8,4.1,7.9,13,1.1,0.7,1,1.1,137.26,3.7,15.7,13.6,8.9,0.176067,0.329,4.9,0.301,0.1318713,0.20801,0.04683196,0.5065198,0.1640599,0.000223015,0.6229642,"Missouri"
"1953",13.7,87,11.8,2.4,5.4,9.6,3.7,0.6,0.4,1.8,138.07,6.6,13.6,18.2,9,0.1792114,0.381,7.4,0.297,0.1193115,0.2205792,0.07854406,0.5143628,0.1751601,0.000969529,0.753101,"Missouri"
"1954",32,80.1,19.3,1.8,7,11.8,0.7,0.4,0.6,1.5,124.36,6.1,14.4,16.5,10,0.2402694,0.359,6.6,0.324,0.1614765,0.261493,0.09936407,0.5103858,0.1584604,0.000507173,0.6073759,"Missouri"
"1955",15.7,88.8,9.1,1.1,6.1,10.4,2,0.6,0.9,3.4,136.22,5.5,14.8,17.1,8.8,0.152925,0.3,8.3,0.251,0.1196018,0.1920689,0.06634248,0.4990829,0.1885096,0.000149196,0.7228801,"Missouri"
"1956",25.4,80.1,17.3,1.2,5.1,9.8,2.1,0.2,0.3,1.4,124.48,6.2,14.6,17.7,8.6,0.2149141,0.325,7,0.321,0.1399137,0.2512524,0.1038146,0.4864125,0.1735839,0.000403421,0.5891645,"Missouri"
"1957",13.6,92.8,7,1.5,4.6,9.2,0.8,0.6,0.5,2.9,145.98,5.6,12.6,18.4,8.7,0.152799,0.294,7.9,0.269,0.1083425,0.2011663,0.05970778,0.5105153,0.1831283,0.000360235,0.7667976,"Missouri"
"1958",16.1,81.1,8.5,2.2,5.8,8.6,9,0.6,0.8,2.6,130.5,6,14.1,22.5,8.2,0.1969915,0.381,6.9,0.323,0.1156259,0.219544,0.05950841,0.3708079,0.1899944,0.000236463,0.6480763,"Missouri"
"1959",18.8,82.6,12.2,3.2,7.8,11.3,0.5,0.2,0.7,2.3,132.3,8.3,14.4,14.9,10.7,0.2049649,0.337,6.8,0.278,0.1674147,0.2322824,0.07643312,0.5078308,0.1589002,0.00034823,0.4342972,"Missouri"
"1960",14.2,86.9,8.8,2,6.6,9.8,2.2,0.5,0.3,2.9,137.04,5.7,14.6,16.9,8.1,0.1685259,0.317,8,0.304,0.1169038,0.1971303,0.07269974,0.5044147,0.1806694,0.000305801,0.5054073,"Missouri"
"1961",12.4,87.8,9.9,2.4,4.1,7.9,2.7,2.5,0.1,2.5,147.56,5.8,10.5,30.9,7.6,0.2008005,0.298,6.6,0.248,0.1336123,0.2231154,0.07877462,0.5213139,0.1850673,0.001300339,0.7501464,"Missouri"
"1962",10.8,78.8,10.9,3.4,5.3,11.3,2.3,0.1,1.4,18.3,126.18,4.4,13.8,16.1,7.8,0.2232429,0.347,7.5,0.342,0.1723869,0.2125459,0.08013356,0.4851485,0.1610405,0.000314812,0.4798928,"Missouri"
"1963",15,80.7,7.3,1.9,7.3,11.4,0.3,1,0.3,0.6,130.3,4,15.3,14.8,8.2,0.1662619,0.363,7.6,0.313,0.1391401,0.2033292,0.0631579,0.4963558,0.1685317,0.000294074,0.4502031,"Missouri"
"1964",14.3,88.1,12.4,1.7,4.9,8.6,1.9,1.1,1.5,8,138.09,6.5,12.2,20.7,8.9,0.2040574,0.354,7.2,0.296,0.1451574,0.2167372,0.06874843,0.5130676,0.1698514,0.000609443,0.7713877,"Missouri"
"1965",16,77.7,15,1.8,4.3,9.2,1.8,1.5,2.9,11.6,123.45,8.3,13.2,17.9,7.8,0.2415873,0.279,7.9,0.321,0.2106671,0.262375,0.08683975,0.4928382,0.1574118,0.000132491,0.4616384,"Missouri"
"1966",14.7,85,5.3,2.5,5.8,9.9,0.6,1.2,0.5,2.3,133.4,5.5,14.2,17.1,7.7,0.156278,0.363,8.3,0.284,0.1037617,0.1957009,0.07276239,0.5027223,0.1835586,0.000260647,0.3786305,"Missouri"
"1967",16.1,86.4,11.3,2,6,9.8,0.9,0.2,1.3,2.4,136.47,7.8,12.6,19.3,8,0.1921207,0.344,7.7,0.274,0.1393853,0.2142623,0.06062903,0.5101167,0.1664689,0.000768516,0.4958088,"Missouri"
"1968",14.3,88.9,7.5,1.8,5.8,10.3,1.3,0.2,0.5,2.5,131.6,4.3,15,16.9,9.3,0.1570711,0.38,7.7,0.33,0.1138486,0.2038123,0.07731959,0.5015821,0.1758212,0.000350723,0.542862,"Missouri"
"1969",15.6,87,14.9,1.5,4.5,8.5,0.4,0.4,23.7,3.8,141.08,8.6,13.2,20.5,9,0.1764082,0.349,6.5,0.268,0.1629051,0.2025084,0.07469879,0.4944989,0.2090319,0.000543085,0.7331635,"Montana"
"1970",11.2,77,12.4,2.9,5.4,11.7,0.2,0.6,18.7,2.6,144.14,5.3,15.6,17.6,8.1,0.1745475,0.283,4.8,0.283,0.2211164,0.2069428,0.09248555,0.5018232,0.1873459,0.0001734,0.3571306,"Montana"
"1971",22.2,83.8,10.9,2.6,7.9,17.3,0.2,0.4,1.3,3.1,135.77,2.7,19.1,11.5,7.7,0.1599979,0.265,7.3,0.246,0.1778338,0.1663971,0.06602254,0.4931201,0.1859867,0.000787319,0.991822,"Montana"
"1972",10.8,88.8,6.1,2.6,5.7,13.5,0.4,0.3,0.8,3.1,148.16,2.3,17.1,17,6.1,0.1264954,0.236,7.5,0.214,0.1466445,0.1545521,0.0679803,0.4980762,0.1965289,0.001189582,0.6098107,"Montana"
"1973",19.9,81.6,24.6,2.1,4,8.9,0.4,0.1,51.3,3.5,138.97,7.4,12.5,18,12.3,0.2131709,0.366,5.9,0.28,0.2249362,0.2638687,0.07741935,0.5087108,0.1972477,0.00060818,0.1298721,"Montana"
"1974",14.4,87.1,6.9,2.7,8,12,0.5,0.3,1,1.6,142.06,2.3,14.5,14.4,6.9,0.1243599,0.248,7.5,0.277,0.162845,0.1530745,0.07592593,0.5047886,0.1906233,0.000163827,0.5865305,"Montana"
"1975",18.9,84.1,10.9,1.9,6,10.9,0.5,0.8,2.3,4.6,144.05,4.8,14.5,20.4,8.7,0.1669709,0.257,7.8,0.22,0.1253381,0.1810878,0.09682029,0.4962811,0.2206651,0.000837618,0.6035965,"Montana"
"1976",13.1,90.8,4.4,1.9,6.2,13.9,0.1,0.3,1,4,142.47,3.5,17.7,12.4,7.6,0.1142174,0.225,8.6,0.221,0.1161864,0.1345703,0.08710218,0.4886243,0.2017361,0.000210837,0.3632774,"Montana"
"1977",14.4,90.3,3.4,1.6,4.7,14.2,0.4,0.1,1,2.6,151.12,4.9,18.6,13,6.6,0.1065261,0.281,8.8,0.214,0.1108006,0.1469203,0.06462036,0.4950645,0.2004299,0.000858738,0.5216553,"Montana"
"1978",20.2,83.2,3.8,3.4,8.3,17.5,0.1,0.1,0.4,2.3,145.04,0.6,19.1,7.5,7.3,0.1289748,0.263,7.9,0.259,0.189678,0.1452656,0.08759124,0.4907957,0.1893916,0.000308642,0.6960052,"Montana"
"1979",15.7,89,12.3,1.6,6.9,12.9,0.3,0.3,24.3,4.6,146.4,7.2,15.3,15.6,8.4,0.1638761,0.288,7.8,0.233,0.2332723,0.1918445,0.09425108,0.5062504,0.1912148,0.000712904,0.5832116,"Montana"
"1980",13.3,90.5,7.4,2.2,4.5,11.3,0.3,0.7,1.7,3.3,156.87,6.1,15.4,17.9,7.8,0.1137369,0.253,8.1,0.187,0.1058787,0.1549703,0.07536558,0.5049493,0.218257,0.000888313,0.9215869,"Montana"
"1981",15.8,84.9,12.9,3.6,5.8,10.5,0.1,0.1,15.4,2,140.17,4.1,15.2,15.2,9.7,0.1660502,0.316,6.1,0.251,0.2006154,0.1967365,0.06072106,0.5098619,0.2056421,0.000485123,0.4895173,"Montana"
"1982",12.6,91.5,6.7,2.3,4.6,9.6,0.7,0.7,4.4,5.6,148.46,6.5,13.5,19.8,7.2,0.1398975,0.257,8.1,0.217,0.1240584,0.1636646,0.08006888,0.5080695,0.2209313,0.00088508,0.8380031,"Montana"
"1983",12.6,93,6.8,1.4,4.2,9.4,0.6,1.9,2,3.3,159.06,5.1,12.3,26.2,6.2,0.1386891,0.227,7.6,0.151,0.1209256,0.1761905,0.06783217,0.4971497,0.2604702,0.000937109,0.9176754,"Montana"
"1984",18.5,75.2,17.8,2.3,8.6,13.5,16.8,0.1,0.5,7.3,128.9,5.3,14.8,14.6,11.4,0.2023625,0.347,4.9,0.339,0.2114436,0.1632198,0.08671789,0.513312,0.1608726,0.000160578,0.2049767,"Texas"
"1985",11.5,86.1,12.5,2.2,3.9,7.2,5,0.3,0.7,59.4,126.49,8.9,10.9,21.2,6.9,0.2583205,0.305,7.4,0.277,0.229905,0.1670742,0.1012202,0.4818609,0.1737294,0.000349243,0.7443277,"Texas"
"1986",17.2,83.4,19.3,2,5.5,9.8,19.1,0.4,1,18.3,124.94,11.2,12.6,17.4,8,0.2164838,0.327,6.4,0.301,0.2443456,0.1912845,0.09013868,0.5018179,0.1614623,0.000236202,0.4374018,"Texas"
"1987",17,82.5,12.8,2.9,6.7,11,3,0.1,0.2,34.2,127.71,4.8,13.7,17,6.9,0.1913772,0.301,7.1,0.271,0.2090909,0.1520529,0.08937824,0.4926302,0.1712377,0.000568667,0.4797638,"Texas"
"1988",13.7,88.1,8.9,2.1,4.4,8.6,4.3,1.3,0.4,39.9,138.77,7.2,11.6,23.9,8,0.1819415,0.272,6.7,0.251,0.1781272,0.1536267,0.07636068,0.5028128,0.1897927,0.000677363,0.7583104,"Texas"
"1989",15.4,87.3,11.7,2.1,4.6,9.2,6,1.2,0.2,46.9,134.19,6.8,12.2,20.4,10.2,0.200854,0.32,7.6,0.298,0.1801261,0.1486576,0.07952548,0.5090465,0.1851594,0.000811847,0.7404399,"Texas"
"1990",14.6,82.3,14.3,2.3,5.1,9.3,14.3,0.3,0.1,41.4,129.61,9.8,12.9,18.5,7.9,0.2173928,0.306,7.4,0.272,0.2206057,0.1644087,0.09587285,0.5098838,0.1700593,0.000409777,0.7523014,"Texas"
"1991",16.7,88,12.3,2,4.6,7.9,10.4,2.4,1,19.2,138.18,7.4,12.1,24,13.7,0.2095083,0.329,6,0.287,0.1684342,0.1979843,0.08318484,0.4828122,0.181743,0.000797236,0.6833308,"Texas"
"1992",22.1,76.6,12.1,1.4,8.9,15.6,22.9,0.3,0.1,4.1,130.67,2.8,17.2,13.6,7.5,0.1822419,0.297,6,0.29,0.1785293,0.1709093,0.07602339,0.5174929,0.1567537,9.84252e-05,0.2854163,"Texas"
"1993",14.1,74.8,24.5,1.1,3.7,6.7,0.5,0.5,1.4,95.2,112.61,13.1,9,21.6,7,0.3491055,0.301,7.3,0.257,0.2881537,0.1707821,0.07499019,0.5044812,0.15052,0.000242609,0.1569354,"Texas"
"1994",17,87.9,9.9,2.1,5.1,10.4,5.5,1.6,1.1,13.4,137.43,6.9,13.7,18,8.1,0.1649547,0.291,6.6,0.271,0.2010544,0.1641993,0.07537125,0.5109603,0.1847413,0.000502124,0.7191525,"Texas"
"1995",21.3,74.2,10.9,2.6,6.5,11.2,2.3,1.4,0.3,40,124.9,2.8,13.9,19,6.9,0.1884222,0.279,8.2,0.295,0.181069,0.1477839,0.06385405,0.4584439,0.1808891,8.17728e-05,0.3378718,"Texas"
"1996",17.7,87.6,12.3,2.2,5.9,11.3,2.5,0.8,0.7,19.9,131.11,5.6,14.4,17.3,10,0.1854584,0.293,6.1,0.328,0.2195619,0.1661086,0.07562032,0.5086087,0.1769167,0.000537731,0.4950375,"Texas"
"1997",13.4,81.6,14.5,2.2,4.5,7.3,6.8,1,0.2,54.7,124.15,6.9,11.7,24.8,7.1,0.2350036,0.313,7.4,0.277,0.1588603,0.1695328,0.08937605,0.4095975,0.185453,0.000200334,0.7680788,"Texas"
"1998",18.4,77.8,12.7,2.4,7.3,12.2,17.3,0.6,0.2,4.5,132.16,6.1,14.1,14.9,7.2,0.170099,0.328,6.2,0.287,0.1637617,0.1628865,0.08393285,0.5163128,0.1740571,0.000263913,0.2713367,"Texas"
"1999",14.3,89.1,13.9,2.2,4.5,8.4,20,1.3,0.2,18.7,135.75,8.2,12.2,20.6,8.1,0.181815,0.349,5.9,0.298,0.2050751,0.1623461,0.07921017,0.5113661,0.1901408,0.000749347,0.8474657,"Texas"
"2000",13.7,91.8,11.7,1.4,3.8,7,7,2.2,1,35.4,143.51,7.3,10.4,27,7,0.1780403,0.3,7,0.267,0.1685156,0.1609484,0.09269467,0.5066323,0.193516,0.000781425,0.898659,"Texas"
